,Course Name,Major
99,Students who have taken COMPSCI/INFO/STAT C8 will receive no credit for COMPSCI/STAT C8R.,Computer Science
100,Hours & Format,Computer Science
101,Summer:,Computer Science
102,"6 weeks - 4 hours of lecture, 2 hours of discussion, and 4 hours of laboratory per week",Computer Science
103,Additional Details,Computer Science
104,Subject/Course Level:,Computer Science
105,Computer Science/Undergraduate,Computer Science
106,Grading/Final exam status:,Computer Science
107,Letter grade. Final exam required.,Computer Science
108,Instructor:,Computer Science
109,Adhikari,Computer Science
110,Also listed as:,Computer Science
111,STAT C8R,Computer Science
112,Introduction to Computational Thinking with Data:,Computer Science
113,Read Less [-],Computer Science
114,COMPSCI 9A,Computer Science
115,2 Units,Computer Science
116,Offered through: Electrical Engin and Computer Sci,Computer Science
117,"Terms offered: Fall 2018, Spring 2018, Fall 2017",Computer Science
118,"Introduction to the constructs in the Matlab programming language, aimed at students who already know how to program. Array and matrix operations, functions and function handles, control flow, plotting and image manipulation, cell arrays and structures, and the Symbolic Mathematics toolbox.",Computer Science
119,Matlab for Programmers:,Computer Science
120,Read More [+],Computer Science
121,Rules & Requirements,Computer Science
122,Prerequisites:,Computer Science
123,Programming experience equivalent to that gained in,Computer Science
124,COMPSCI 10,Computer Science
125,; familiarity with applications of matrix processing,Computer Science
126,Repeat rules:,Computer Science
127,Course may be repeated for credit up to a total of 4 units.,Computer Science
128,Hours & Format,Computer Science
129,Fall and/or spring:,Computer Science
130,15 weeks - 2 hours of self-paced per week,Computer Science
131,Additional Details,Computer Science
132,Subject/Course Level:,Computer Science
133,Computer Science/Undergraduate,Computer Science
134,Grading/Final exam status:,Computer Science
135,Offered for pass/not pass grade only. Final exam required.,Computer Science
136,Instructor:,Computer Science
137,Hilfinger,Computer Science
138,Matlab for Programmers:,Computer Science
139,Read Less [-],Computer Science
140,COMPSCI 9C,Computer Science
141,2 Units,Computer Science
142,Offered through: Electrical Engin and Computer Sci,Computer Science
143,"Terms offered: Spring 2019, Fall 2018, Spring 2018",Computer Science
144,"Self-paced course in the C programming language for students who already know how to program. Computation, input and output, flow of control, functions, arrays, and pointers, linked structures, use of dynamic storage, and implementation of abstract data types.",Computer Science
145,C for Programmers:,Computer Science
146,Read More [+],Computer Science
147,Rules & Requirements,Computer Science
148,Prerequisites:,Computer Science
149,"Programming experience with pointers (or addresses in assembly language) and linked data structures equivalent to that gained in COMPSCI 9B,",Computer Science
150,COMPSCI 61A,Computer Science
151,or,Computer Science
152,ENGIN 7,Computer Science
153,Credit Restrictions:,Computer Science
154,Students will receive no credit for,Computer Science
155,COMPSCI 9C,Computer Science
156,after completing,Computer Science
157,COMPSCI 61A,Computer Science
158,.,Computer Science
159,Hours & Format,Computer Science
160,Fall and/or spring:,Computer Science
161,15 weeks - 2 hours of self-paced per week,Computer Science
162,Additional Details,Computer Science
163,Subject/Course Level:,Computer Science
164,Computer Science/Undergraduate,Computer Science
165,Grading/Final exam status:,Computer Science
166,Offered for pass/not pass grade only. Final exam required.,Computer Science
167,Instructor:,Computer Science
168,Hilfinger,Computer Science
169,C for Programmers:,Computer Science
170,Read Less [-],Computer Science
171,COMPSCI 9D,Computer Science
172,2 Units,Computer Science
173,Offered through: Electrical Engin and Computer Sci,Computer Science
174,"Terms offered: Spring 2016, Fall 2015, Spring 2015",Computer Science
175,"Self-paced course in functional programming, using the Scheme programming language, for students who already know how to program. Recursion; higher-order functions; list processing; implementation of rule-based querying.",Computer Science
176,Scheme and Functional Programming for Programmers:,Computer Science
177,Read More [+],Computer Science
178,Rules & Requirements,Computer Science
179,Prerequisites:,Computer Science
180,Programming experience similar to that gained in,Computer Science
181,COMPSCI 10,Computer Science
182,or,Computer Science
183,ENGIN 7,Computer Science
184,Credit Restrictions:,Computer Science
185,Students will receive no credit for,Computer Science
186,COMPSCI 9D,Computer Science
187,after completing,Computer Science
188,COMPSCI 61A,Computer Science
189,.,Computer Science
190,Hours & Format,Computer Science
191,Fall and/or spring:,Computer Science
192,15 weeks - 2 hours of self-paced per week,Computer Science
193,Additional Details,Computer Science
194,Subject/Course Level:,Computer Science
195,Computer Science/Undergraduate,Computer Science
196,Grading/Final exam status:,Computer Science
197,Offered for pass/not pass grade only. Final exam required.,Computer Science
198,Instructor:,Computer Science
199,Hilfinger,Computer Science
200,Scheme and Functional Programming for Programmers:,Computer Science
201,Read Less [-],Computer Science
202,COMPSCI 9E,Computer Science
203,2 Units,Computer Science
204,Offered through: Electrical Engin and Computer Sci,Computer Science
205,"Terms offered: Spring 2019, Fall 2018, Spring 2018",Computer Science
206,"Use of UNIX utilities and scripting facilities for customizing the programming environment, organizing files (possibly in more than one computer account), implementing a personal database, reformatting text, and searching for online resources.",Computer Science
207,Productive Use of the UNIX Environment:,Computer Science
208,Read More [+],Computer Science
209,Rules & Requirements,Computer Science
210,Prerequisites:,Computer Science
211,Programming experience similar to that gained in,Computer Science
212,COMPSCI 61A,Computer Science
213,or,Computer Science
214,ENGIN 7,Computer Science
215,; DOS or UNIX experience,Computer Science
216,Hours & Format,Computer Science
217,Fall and/or spring:,Computer Science
218,15 weeks - 2 hours of self-paced per week,Computer Science
219,Additional Details,Computer Science
220,Subject/Course Level:,Computer Science
221,Computer Science/Undergraduate,Computer Science
222,Grading/Final exam status:,Computer Science
223,Offered for pass/not pass grade only. Final exam required.,Computer Science
224,Instructor:,Computer Science
225,Hilfinger,Computer Science
226,Productive Use of the UNIX Environment:,Computer Science
227,Read Less [-],Computer Science
228,COMPSCI 9F,Computer Science
229,2 Units,Computer Science
230,Offered through: Electrical Engin and Computer Sci,Computer Science
231,"Terms offered: Spring 2019, Fall 2018, Spring 2018",Computer Science
232,"Self-paced introduction to the constructs provided in the C++ programming language for procedural and object-oriented programming, aimed at students who already know how to program.",Computer Science
233,C++ for Programmers:,Computer Science
234,Read More [+],Computer Science
235,Rules & Requirements,Computer Science
236,Prerequisites:,Computer Science
237,Programming experience equivalent to that gained in,Computer Science
238,COMPSCI 61A,Computer Science
239,or,Computer Science
240,ENGIN 7,Computer Science
241,Credit Restrictions:,Computer Science
242,Students will receive no credit for,Computer Science
243,COMPSCI 9F,Computer Science
244,after completing,Computer Science
245,COMPSCI 61A,Computer Science
246,.,Computer Science
247,Hours & Format,Computer Science
248,Fall and/or spring:,Computer Science
249,15 weeks - 2 hours of self-paced per week,Computer Science
250,Additional Details,Computer Science
251,Subject/Course Level:,Computer Science
252,Computer Science/Undergraduate,Computer Science
253,Grading/Final exam status:,Computer Science
254,Offered for pass/not pass grade only. Final exam required.,Computer Science
255,Instructor:,Computer Science
256,Hilfinger,Computer Science
257,C++ for Programmers:,Computer Science
258,Read Less [-],Computer Science
259,COMPSCI 9G,Computer Science
260,2 Units,Computer Science
261,Offered through: Electrical Engin and Computer Sci,Computer Science
262,"Terms offered: Spring 2019, Fall 2018, Spring 2018",Computer Science
263,"Self-paced course in Java for students who already know how to program. Applets; variables and computation; events and flow of control; classes and objects; inheritance; GUI elements; applications; arrays, strings, files, and linked structures; exceptions; threads.",Computer Science
264,JAVA for Programmers:,Computer Science
265,Read More [+],Computer Science
266,Rules & Requirements,Computer Science
267,Prerequisites:,Computer Science
268,COMPSCI 9C,Computer Science
269,",",Computer Science
270,COMPSCI 9F,Computer Science
271,", or",Computer Science
272,COMPSCI 61A,Computer Science
273,plus experience with object-oriented programming or C-based language,Computer Science
274,Hours & Format,Computer Science
275,Fall and/or spring:,Computer Science
276,15 weeks - 2 hours of self-paced per week,Computer Science
277,Additional Details,Computer Science
278,Subject/Course Level:,Computer Science
279,Computer Science/Undergraduate,Computer Science
280,Grading/Final exam status:,Computer Science
281,Offered for pass/not pass grade only. Final exam required.,Computer Science
282,Instructor:,Computer Science
283,Garcia,Computer Science
284,JAVA for Programmers:,Computer Science
285,Read Less [-],Computer Science
286,COMPSCI 9H,Computer Science
287,2 Units,Computer Science
288,Offered through: Electrical Engin and Computer Sci,Computer Science
289,"Terms offered: Spring 2019, Fall 2018, Spring 2018",Computer Science
290,"Introduction to the constructs provided in the Python programming language, aimed at students who already know how to program. Flow of control; strings, tuples, lists, and dictionaries; CGI programming; file input and output; object-oriented programming; GUI elements.",Computer Science
291,Python for Programmers:,Computer Science
292,Read More [+],Computer Science
293,Rules & Requirements,Computer Science
294,Prerequisites:,Computer Science
295,Programming experience equivalent to that gained in,Computer Science
296,COMPSCI 10,Computer Science
297,Hours & Format,Computer Science
298,Fall and/or spring:,Computer Science
299,15 weeks - 1 hour of self-paced per week,Computer Science
300,Additional Details,Computer Science
301,Subject/Course Level:,Computer Science
302,Computer Science/Undergraduate,Computer Science
303,Grading/Final exam status:,Computer Science
304,Offered for pass/not pass grade only. Final exam required.,Computer Science
305,Instructor:,Computer Science
306,Hilfinger,Computer Science
307,Python for Programmers:,Computer Science
308,Read Less [-],Computer Science
309,COMPSCI 10,Computer Science
310,4 Units,Computer Science
311,Offered through: Electrical Engin and Computer Sci,Computer Science
312,"Terms offered: Fall 2020, Summer 2020 8 Week Session, Spring 2020",Computer Science
313,"An introductory course for students with minimal prior exposure to computer science. Prepares students for future computer science courses and empowers them to utilize programming to solve problems in their field of study. Presents an overview of the history, great principles, and transformative applications of computer science, as well as a comprehensive introduction to",Computer Science
314,"programming. Topics include abstraction, recursion, algorithmic complexity, higher-order functions, concurrency, social implications of computing (privacy, education, algorithmic bias), and engaging research areas (data science, AI, HCI). Students will program in Snap! (a friendly graphical language) and Python, and will design and implement two projects of their choice.",Computer Science
315,The Beauty and Joy of Computing:,Computer Science
316,Read More [+],Computer Science
317,Rules & Requirements,Computer Science
318,Credit Restrictions:,Computer Science
319,"Students will receive no credit for 10 after having taken W10, 61A, 61B, or 61C.",Computer Science
320,Hours & Format,Computer Science
321,Fall and/or spring:,Computer Science
322,"15 weeks - 2 hours of lecture, 1 hour of discussion, and 4 hours of laboratory per week",Computer Science
323,Summer:,Computer Science
324,"8 weeks - 4 hours of lecture, 2 hours of discussion, and 8 hours of laboratory per week",Computer Science
325,Additional Details,Computer Science
326,Subject/Course Level:,Computer Science
327,Computer Science/Undergraduate,Computer Science
328,Grading/Final exam status:,Computer Science
329,Letter grade. Final exam required.,Computer Science
330,Instructors:,Computer Science
331,"Garcia, Hug",Computer Science
332,The Beauty and Joy of Computing:,Computer Science
333,Read Less [-],Computer Science
334,COMPSCI W10,Computer Science
335,4 Units,Computer Science
336,Offered through: Electrical Engin and Computer Sci,Computer Science
337,Terms offered: Fall 2012,Computer Science
338,"This course meets the programming prerequisite for 61A. An introduction to the beauty and joy of computing. The history, social implications, great principles, and future of computing. Beautiful applications that have changed the world. How computing empowers discovery and progress in other fields. Relevance of computing to the student and society will be emphasized. Students will learn the joy of programming a",Computer Science
339,"computer using a friendly, graphical language, and will complete a substantial team programming project related to their interests.",Computer Science
340,The Beauty and Joy of Computing:,Computer Science
341,Read More [+],Computer Science
342,Rules & Requirements,Computer Science
343,Credit Restrictions:,Computer Science
344,"Students will receive no credit for W10 after taking 10, 61A, 61B or 61C. A deficient grade in 10 may be removed by taking W10.",Computer Science
345,Hours & Format,Computer Science
346,Fall and/or spring:,Computer Science
347,15 weeks - 2 hours of web-based lecture and 5 hours of web-based discussion per week,Computer Science
348,Summer:,Computer Science
349,8 weeks - 4 hours of web-based lecture and 10 hours of web-based discussion per week,Computer Science
350,Online:,Computer Science
351,This is an online course.,Computer Science
352,Additional Details,Computer Science
353,Subject/Course Level:,Computer Science
354,Computer Science/Undergraduate,Computer Science
355,Grading/Final exam status:,Computer Science
356,Letter grade. Final exam required.,Computer Science
357,Instructors:,Computer Science
358,"Garcia, Hug",Computer Science
359,The Beauty and Joy of Computing:,Computer Science
360,Read Less [-],Computer Science
361,COMPSCI 36,Computer Science
362,2 Units,Computer Science
363,Offered through: Electrical Engin and Computer Sci,Computer Science
364,"Terms offered: Fall 2019, Fall 2018, Spring 2018",Computer Science
365,Computer Science 36 is a seminar for CS Scholars who are concurrently taking CS61A: The Structure and Interpretation of Computer Programs. CS Scholars is a cohort-model program to provide support in exploring and potentially declaring a CS major for students with little to no computational background prior to coming to the university. CS 36 provides an introduction to the CS curriculum at,Computer Science
366,"UC Berkeley, and the overall CS landscape in both industry and academia—through the lens of accessibility and its relevance to diversity. Additionally, CS36 provides technical instruction to review concepts in CS61A, in order to support CS Scholars’ individual learning and success in the CS61A course.",Computer Science
367,CS Scholars Seminar: The Educational Climate in CS & CS61A technical discussions:,Computer Science
368,Read More [+],Computer Science
369,Objectives & Outcomes,Computer Science
370,Student Learning Outcomes:,Computer Science
371,"Students will know where to find several support services including tutoring, advising, counseling, and career advice.",Computer Science
372,Students will perform as well as possible in the CS61A prerequisite for the CS major. They will also have customized program plans for completing the major within four years.,Computer Science
373,Rules & Requirements,Computer Science
374,Prerequisites:,Computer Science
375,"Prerequisite satisfied Concurrently: Participating in the CS Scholars program, and concurrently taking",Computer Science
376,COMPSCI 61A,Computer Science
377,Hours & Format,Computer Science
378,Fall and/or spring:,Computer Science
379,15 weeks - 2 hours of seminar per week,Computer Science
380,Additional Details,Computer Science
381,Subject/Course Level:,Computer Science
382,Computer Science/Undergraduate,Computer Science
383,Grading/Final exam status:,Computer Science
384,Offered for pass/not pass grade only. Alternative to final exam.,Computer Science
385,Instructor:,Computer Science
386,Hunn,Computer Science
387,CS Scholars Seminar: The Educational Climate in CS & CS61A technical discussions:,Computer Science
388,Read Less [-],Computer Science
389,COMPSCI 39,Computer Science
390,1.5 - 2 Units,Computer Science
391,Offered through: Electrical Engin and Computer Sci,Computer Science
392,"Terms offered: Fall 2020, Spring 2019, Fall 2017",Computer Science
393,"Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester. Enrollment limits are set by the faculty, but the suggested limit is 25.",Computer Science
394,Freshman/Sophomore Seminar:,Computer Science
395,Read More [+],Computer Science
396,Rules & Requirements,Computer Science
397,Prerequisites:,Computer Science
398,Priority given to freshmen and sophomores,Computer Science
399,Repeat rules:,Computer Science
400,Course may be repeated for credit when topic changes.,Computer Science
401,Hours & Format,Computer Science
402,Fall and/or spring:,Computer Science
403,15 weeks - 2-3 hours of seminar per week,Computer Science
404,Additional Details,Computer Science
405,Subject/Course Level:,Computer Science
406,Computer Science/Undergraduate,Computer Science
407,Grading/Final exam status:,Computer Science
408,Offered for pass/not pass grade only. Final Exam To be decided by the instructor when the class is offered.,Computer Science
409,Freshman/Sophomore Seminar:,Computer Science
410,Read Less [-],Computer Science
411,COMPSCI 39J,Computer Science
412,1.5 - 4 Units,Computer Science
413,Offered through: Electrical Engin and Computer Sci,Computer Science
414,"Terms offered: Fall 2010, Spring 2010, Fall 2009",Computer Science
415,"Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester. Enrollment limits are set by the faculty, but the suggested limit is 25.",Computer Science
416,Freshman/Sophomore Seminar:,Computer Science
417,Read More [+],Computer Science
418,Rules & Requirements,Computer Science
419,Prerequisites:,Computer Science
420,Priority given to freshmen and sophomores,Computer Science
421,Repeat rules:,Computer Science
422,Course may be repeated for credit without restriction.,Computer Science
423,Hours & Format,Computer Science
424,Fall and/or spring:,Computer Science
425,15 weeks - 2-4 hours of seminar per week,Computer Science
426,Additional Details,Computer Science
427,Subject/Course Level:,Computer Science
428,Computer Science/Undergraduate,Computer Science
429,Grading/Final exam status:,Computer Science
430,The grading option will be decided by the instructor when the class is offered. Final exam required.,Computer Science
431,Freshman/Sophomore Seminar:,Computer Science
432,Read Less [-],Computer Science
433,COMPSCI 39K,Computer Science
434,1.5 - 4 Units,Computer Science
435,Offered through: Electrical Engin and Computer Sci,Computer Science
436,"Terms offered: Spring 2013, Spring 2011, Spring 2010",Computer Science
437,"Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester. Enrollment limits are set by the faculty, but the suggested limit is 25.",Computer Science
438,Freshman/Sophomore Seminar:,Computer Science
439,Read More [+],Computer Science
440,Rules & Requirements,Computer Science
441,Prerequisites:,Computer Science
442,Priority given to freshmen and sophomores,Computer Science
443,Repeat rules:,Computer Science
444,Course may be repeated for credit without restriction.,Computer Science
445,Hours & Format,Computer Science
446,Fall and/or spring:,Computer Science
447,15 weeks - 2-4 hours of seminar per week,Computer Science
448,Additional Details,Computer Science
449,Subject/Course Level:,Computer Science
450,Computer Science/Undergraduate,Computer Science
451,Grading/Final exam status:,Computer Science
452,The grading option will be decided by the instructor when the class is offered. Final exam required.,Computer Science
453,Freshman/Sophomore Seminar:,Computer Science
454,Read Less [-],Computer Science
455,COMPSCI 39M,Computer Science
456,1.5 - 4 Units,Computer Science
457,Offered through: Electrical Engin and Computer Sci,Computer Science
458,Terms offered: Fall 2008,Computer Science
459,"Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester. Enrollment limits are set by the faculty, but the suggested limit is 25.",Computer Science
460,Freshman/Sophomore Seminar:,Computer Science
461,Read More [+],Computer Science
462,Rules & Requirements,Computer Science
463,Prerequisites:,Computer Science
464,Priority given to freshmen and sophomores,Computer Science
465,Repeat rules:,Computer Science
466,Course may be repeated for credit without restriction.,Computer Science
467,Hours & Format,Computer Science
468,Fall and/or spring:,Computer Science
469,15 weeks - 2-4 hours of seminar per week,Computer Science
470,Additional Details,Computer Science
471,Subject/Course Level:,Computer Science
472,Computer Science/Undergraduate,Computer Science
473,Grading/Final exam status:,Computer Science
474,The grading option will be decided by the instructor when the class is offered. Final exam required.,Computer Science
475,Freshman/Sophomore Seminar:,Computer Science
476,Read Less [-],Computer Science
477,COMPSCI 39N,Computer Science
478,1.5 - 4 Units,Computer Science
479,Offered through: Electrical Engin and Computer Sci,Computer Science
480,"Terms offered: Fall 2010, Fall 2009",Computer Science
481,"Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester. Enrollment limits are set by the faculty, but the suggested limit is 25.",Computer Science
482,Freshman/Sophomore Seminar:,Computer Science
483,Read More [+],Computer Science
484,Rules & Requirements,Computer Science
485,Prerequisites:,Computer Science
486,Priority given to freshmen and sophomores,Computer Science
487,Repeat rules:,Computer Science
488,Course may be repeated for credit without restriction.,Computer Science
489,Hours & Format,Computer Science
490,Fall and/or spring:,Computer Science
491,15 weeks - 2-4 hours of seminar per week,Computer Science
492,Additional Details,Computer Science
493,Subject/Course Level:,Computer Science
494,Computer Science/Undergraduate,Computer Science
495,Grading/Final exam status:,Computer Science
496,The grading option will be decided by the instructor when the class is offered. Final exam required.,Computer Science
497,Freshman/Sophomore Seminar:,Computer Science
498,Read Less [-],Computer Science
499,COMPSCI 39P,Computer Science
500,1.5 - 4 Units,Computer Science
501,Offered through: Electrical Engin and Computer Sci,Computer Science
502,"Terms offered: Fall 2013, Spring 2013, Fall 2012",Computer Science
503,"Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester. Enrollment limits are set by the faculty, but the suggested limit is 25.",Computer Science
504,Freshman/Sophomore Seminar:,Computer Science
505,Read More [+],Computer Science
506,Rules & Requirements,Computer Science
507,Prerequisites:,Computer Science
508,Priority given to freshmen and sophomores,Computer Science
509,Repeat rules:,Computer Science
510,Course may be repeated for credit without restriction.,Computer Science
511,Hours & Format,Computer Science
512,Fall and/or spring:,Computer Science
513,15 weeks - 2-4 hours of seminar per week,Computer Science
514,Additional Details,Computer Science
515,Subject/Course Level:,Computer Science
516,Computer Science/Undergraduate,Computer Science
517,Grading/Final exam status:,Computer Science
518,The grading option will be decided by the instructor when the class is offered. Final exam required.,Computer Science
519,Freshman/Sophomore Seminar:,Computer Science
520,Read Less [-],Computer Science
521,COMPSCI 39Q,Computer Science
522,1.5 - 4 Units,Computer Science
523,Offered through: Electrical Engin and Computer Sci,Computer Science
524,Terms offered: Fall 2011,Computer Science
525,"Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester. Enrollment limits are set by the faculty, but the suggested limit is 25.",Computer Science
526,Freshman/Sophomore Seminar:,Computer Science
527,Read More [+],Computer Science
528,Rules & Requirements,Computer Science
529,Prerequisites:,Computer Science
530,Priority given to freshmen and sophomores,Computer Science
531,Repeat rules:,Computer Science
532,Course may be repeated for credit without restriction.,Computer Science
533,Hours & Format,Computer Science
534,Fall and/or spring:,Computer Science
535,15 weeks - 2-4 hours of seminar per week,Computer Science
536,Additional Details,Computer Science
537,Subject/Course Level:,Computer Science
538,Computer Science/Undergraduate,Computer Science
539,Grading/Final exam status:,Computer Science
540,The grading option will be decided by the instructor when the class is offered. Final exam required.,Computer Science
541,Freshman/Sophomore Seminar:,Computer Science
542,Read Less [-],Computer Science
543,COMPSCI 39R,Computer Science
544,1.5 - 4 Units,Computer Science
545,Offered through: Electrical Engin and Computer Sci,Computer Science
546,"Terms offered: Spring 2016, Spring 2013",Computer Science
547,"Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester. Enrollment limits are set by the faculty, but the suggested limit is 25.",Computer Science
548,Freshman/Sophomore Seminar:,Computer Science
549,Read More [+],Computer Science
550,Rules & Requirements,Computer Science
551,Prerequisites:,Computer Science
552,Priority given to freshmen and sophomores,Computer Science
553,Repeat rules:,Computer Science
554,Course may be repeated for credit without restriction.,Computer Science
555,Hours & Format,Computer Science
556,Fall and/or spring:,Computer Science
557,15 weeks - 2-4 hours of seminar per week,Computer Science
558,Additional Details,Computer Science
559,Subject/Course Level:,Computer Science
560,Computer Science/Undergraduate,Computer Science
561,Grading/Final exam status:,Computer Science
562,The grading option will be decided by the instructor when the class is offered. Final exam required.,Computer Science
563,Freshman/Sophomore Seminar:,Computer Science
564,Read Less [-],Computer Science
565,COMPSCI 47A,Computer Science
566,1 Unit,Computer Science
567,Offered through: Electrical Engin and Computer Sci,Computer Science
568,"Terms offered: Fall 2020, Spring 2020, Fall 2019",Computer Science
